section,metric,value
scenario,requests,25
scenario,attempts,401
scenario,stereo_pairs,36
scenario,avg_angle,20.522517
scenario,avg_area,614.817156
scenario,avg_price,1136.413965
scenario,avg_sun_elevation,51.540493
scenario,avg_cloud_cover,18.017050
scenario,avg_priority,2.466334
scenario_raw,requests,25
scenario_raw,attempts,424
scenario_raw,avg_angle,20.305820
scenario_raw,avg_area,622.010983
scenario_raw,avg_price,1131.068396
scenario_raw,avg_sun_elevation,52.083471
scenario_raw,avg_cloud_cover,18.083226
scenario_raw,avg_priority,2.535377
solution,acquisitions,37
solution,unique_requests_served,25
solution,total_score,20.0283018867924589
solution,ofv,-20.0283018867924731
solution,total_profit,41111.000000
solution,total_area,24089.032076
solution,avg_cloud_cover,17.652750
solution,cloud_good_lt10,4
solution,cloud_bad_gt30,0
solution,avg_angle,22.099881
solution,angle_good_le10,4
solution,angle_bad_ge30,5
solution,avg_priority,2.621622
solution,priority_1,10
solution,priority_2,5
solution,priority_3,11
solution,priority_4,11
solution,avg_sun_elevation,50.271776
rko,best_mh,BRKGA
rko,time_to_best,3.398
rko,solver_time,60.005
rko,total_time,60.006
rko,pool_diversity,7
rko,pool_size,10
rko,stereo_pairs_complete,3
rko,stereo_acq_selected,6
rko,strip_acq_selected,18
