section,metric,value
scenario,requests,48
scenario,attempts,733
scenario,stereo_pairs,163
scenario,avg_angle,20.625290
scenario,avg_area,528.562423
scenario,avg_price,1114.844475
scenario,avg_sun_elevation,57.181393
scenario,avg_cloud_cover,16.847305
scenario,avg_priority,2.534789
scenario_raw,requests,48
scenario_raw,attempts,961
scenario_raw,avg_angle,20.158508
scenario_raw,avg_area,563.218341
scenario_raw,avg_price,1114.624350
scenario_raw,avg_sun_elevation,59.220901
scenario_raw,avg_cloud_cover,16.706875
scenario_raw,avg_priority,2.811655
solution,acquisitions,61
solution,unique_requests_served,47
solution,total_score,35.5171696149843967
solution,ofv,-35.5171696149844536
solution,total_profit,67356.000000
solution,total_area,32907.798882
solution,avg_cloud_cover,17.190897
solution,cloud_good_lt10,10
solution,cloud_bad_gt30,1
solution,avg_angle,21.934241
solution,angle_good_le10,6
solution,angle_bad_ge30,3
solution,avg_priority,2.606557
solution,priority_1,16
solution,priority_2,11
solution,priority_3,15
solution,priority_4,19
solution,avg_sun_elevation,57.294640
rko,best_mh,BRKGA
rko,time_to_best,13.288
rko,solver_time,60.012
rko,total_time,60.014
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,5
rko,stereo_acq_selected,10
rko,strip_acq_selected,18
