section,metric,value
scenario,requests,139
scenario,attempts,1331
scenario,stereo_pairs,100
scenario,avg_angle,20.792690
scenario,avg_area,486.353697
scenario,avg_price,977.686702
scenario,avg_sun_elevation,59.411718
scenario,avg_cloud_cover,14.848294
scenario,avg_priority,2.430503
scenario_raw,requests,139
scenario_raw,attempts,1387
scenario_raw,avg_angle,20.565157
scenario_raw,avg_area,489.667191
scenario_raw,avg_price,971.472242
scenario_raw,avg_sun_elevation,59.474942
scenario_raw,avg_cloud_cover,14.815433
scenario_raw,avg_priority,2.431146
solution,acquisitions,181
solution,unique_requests_served,134
solution,total_score,100.8759913482334980
solution,ofv,-100.8759913482337396
solution,total_profit,175259.000000
solution,total_area,100309.951382
solution,avg_cloud_cover,15.382842
solution,cloud_good_lt10,37
solution,cloud_bad_gt30,3
solution,avg_angle,21.853756
solution,angle_good_le10,15
solution,angle_bad_ge30,10
solution,avg_priority,2.458564
solution,priority_1,50
solution,priority_2,48
solution,priority_3,33
solution,priority_4,50
solution,avg_sun_elevation,59.433208
rko,best_mh,BRKGA
rko,time_to_best,72.591
rko,solver_time,150.109
rko,total_time,150.112
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,14
rko,stereo_acq_selected,32
rko,strip_acq_selected,64
