section,metric,value
scenario,requests,23
scenario,attempts,362
scenario,stereo_pairs,36
scenario,avg_angle,20.611590
scenario,avg_area,585.715422
scenario,avg_price,1129.911602
scenario,avg_sun_elevation,54.255704
scenario,avg_cloud_cover,18.283887
scenario,avg_priority,2.491713
scenario_raw,requests,23
scenario_raw,attempts,385
scenario_raw,avg_angle,20.367621
scenario_raw,avg_area,595.376520
scenario_raw,avg_price,1124.412987
scenario_raw,avg_sun_elevation,54.691477
scenario_raw,avg_cloud_cover,18.321801
scenario_raw,avg_priority,2.566234
solution,acquisitions,33
solution,unique_requests_served,23
solution,total_score,18.1948051948051948
solution,ofv,-18.1948051948052161
solution,total_profit,36419.000000
solution,total_area,20531.050662
solution,avg_cloud_cover,16.906378
solution,cloud_good_lt10,5
solution,cloud_bad_gt30,0
solution,avg_angle,21.611008
solution,angle_good_le10,3
solution,angle_bad_ge30,2
solution,avg_priority,2.696970
solution,priority_1,8
solution,priority_2,5
solution,priority_3,9
solution,priority_4,11
solution,avg_sun_elevation,52.403713
rko,best_mh,BRKGA
rko,time_to_best,0.416
rko,solver_time,60.005
rko,total_time,60.005
rko,pool_diversity,7
rko,pool_size,10
rko,stereo_pairs_complete,3
rko,stereo_acq_selected,6
rko,strip_acq_selected,14
