section,metric,value
scenario,requests,139
scenario,attempts,1331
scenario,stereo_pairs,100
scenario,avg_angle,20.792690
scenario,avg_area,486.353697
scenario,avg_price,977.686702
scenario,avg_sun_elevation,59.411718
scenario,avg_cloud_cover,14.848294
scenario,avg_priority,2.430503
scenario_raw,requests,139
scenario_raw,attempts,1387
scenario_raw,avg_angle,20.565157
scenario_raw,avg_area,489.667191
scenario_raw,avg_price,971.472242
scenario_raw,avg_sun_elevation,59.474942
scenario_raw,avg_cloud_cover,14.815433
scenario_raw,avg_priority,2.431146
solution,acquisitions,182
solution,unique_requests_served,135
solution,total_score,100.9336697909155447
solution,ofv,-100.9336697909157863
solution,total_profit,175983.000000
solution,total_area,100500.098990
solution,avg_cloud_cover,14.918825
solution,cloud_good_lt10,44
solution,cloud_bad_gt30,2
solution,avg_angle,22.543339
solution,angle_good_le10,8
solution,angle_bad_ge30,8
solution,avg_priority,2.467033
solution,priority_1,50
solution,priority_2,48
solution,priority_3,33
solution,priority_4,51
solution,avg_sun_elevation,59.461131
rko,best_mh,BRKGA
rko,time_to_best,146.085
rko,solver_time,150.017
rko,total_time,150.020
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,14
rko,stereo_acq_selected,32
rko,strip_acq_selected,64
