section,metric,value
scenario,requests,19
scenario,attempts,184
scenario,stereo_pairs,11
scenario,avg_angle,21.674794
scenario,avg_area,365.868152
scenario,avg_price,1046.125000
scenario,avg_sun_elevation,53.330861
scenario,avg_cloud_cover,1.354655
scenario,avg_priority,2.369565
scenario_raw,requests,19
scenario_raw,attempts,190
scenario_raw,avg_angle,21.307210
scenario_raw,avg_area,380.229163
scenario_raw,avg_price,1042.142105
scenario_raw,avg_sun_elevation,53.163886
scenario_raw,avg_cloud_cover,1.343335
scenario_raw,avg_priority,2.326316
solution,acquisitions,21
solution,unique_requests_served,19
solution,total_score,11.9736842105263150
solution,ofv,-11.9736842105263221
solution,total_profit,22517.000000
solution,total_area,9084.937464
solution,avg_cloud_cover,1.405109
solution,cloud_good_lt10,21
solution,cloud_bad_gt30,0
solution,avg_angle,24.382535
solution,angle_good_le10,0
solution,angle_bad_ge30,0
solution,avg_priority,2.285714
solution,priority_1,6
solution,priority_2,6
solution,priority_3,6
solution,priority_4,3
solution,avg_sun_elevation,53.573231
rko,best_mh,BRKGA
rko,time_to_best,38.803
rko,solver_time,150.008
rko,total_time,150.008
rko,pool_diversity,9
rko,pool_size,10
rko,stereo_pairs_complete,2
rko,stereo_acq_selected,4
rko,strip_acq_selected,0
