section,metric,value
scenario,requests,722
scenario,attempts,11353
scenario,stereo_pairs,1947
scenario,avg_angle,21.331147
scenario,avg_area,483.964664
scenario,avg_price,984.745706
scenario,avg_sun_elevation,60.289767
scenario,avg_cloud_cover,25.961364
scenario,avg_priority,2.459614
scenario_raw,requests,722
scenario_raw,attempts,14139
scenario_raw,avg_angle,20.795226
scenario_raw,avg_area,493.262365
scenario_raw,avg_price,990.681024
scenario_raw,avg_sun_elevation,60.028458
scenario_raw,avg_cloud_cover,26.230300
scenario_raw,avg_priority,2.533772
solution,acquisitions,713
solution,unique_requests_served,543
solution,total_score,397.8108069877661137
solution,ofv,-397.8108069877662274
solution,total_profit,697494.000000
solution,total_area,397436.550537
solution,avg_cloud_cover,25.490457
solution,cloud_good_lt10,2
solution,cloud_bad_gt30,174
solution,avg_angle,21.890255
solution,angle_good_le10,58
solution,angle_bad_ge30,47
solution,avg_priority,2.450210
solution,priority_1,191
solution,priority_2,177
solution,priority_3,178
solution,priority_4,167
solution,avg_sun_elevation,59.877455
rko,best_mh,ILS
rko,time_to_best,900.157
rko,solver_time,977.712
rko,total_time,977.742
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,46
rko,stereo_acq_selected,96
rko,strip_acq_selected,252
