section,metric,value
scenario,requests,49
scenario,attempts,627
scenario,stereo_pairs,49
scenario,avg_angle,20.704522
scenario,avg_area,516.851306
scenario,avg_price,1127.609250
scenario,avg_sun_elevation,55.282705
scenario,avg_cloud_cover,16.942376
scenario,avg_priority,2.424242
scenario_raw,requests,49
scenario_raw,attempts,657
scenario_raw,avg_angle,20.457943
scenario_raw,avg_area,527.409737
scenario_raw,avg_price,1122.205479
scenario_raw,avg_sun_elevation,55.560685
scenario_raw,avg_cloud_cover,17.033190
scenario_raw,avg_priority,2.456621
solution,acquisitions,64
solution,unique_requests_served,48
solution,total_score,34.2785388127853921
solution,ofv,-34.2785388127854276
solution,total_profit,71953.000000
solution,total_area,35663.657873
solution,avg_cloud_cover,16.733279
solution,cloud_good_lt10,6
solution,cloud_bad_gt30,0
solution,avg_angle,22.644241
solution,angle_good_le10,2
solution,angle_bad_ge30,3
solution,avg_priority,2.562500
solution,priority_1,18
solution,priority_2,11
solution,priority_3,16
solution,priority_4,19
solution,avg_sun_elevation,55.312192
rko,best_mh,BRKGA
rko,time_to_best,4.278
rko,solver_time,60.010
rko,total_time,60.011
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,5
rko,stereo_acq_selected,10
rko,strip_acq_selected,22
