section,metric,value
scenario,requests,716
scenario,attempts,8733
scenario,stereo_pairs,959
scenario,avg_angle,21.540642
scenario,avg_area,481.393095
scenario,avg_price,989.482308
scenario,avg_sun_elevation,59.265760
scenario,avg_cloud_cover,25.887284
scenario,avg_priority,2.461468
scenario_raw,requests,716
scenario_raw,attempts,9782
scenario_raw,avg_angle,21.269127
scenario_raw,avg_area,482.093659
scenario_raw,avg_price,995.567164
scenario_raw,avg_sun_elevation,58.969985
scenario_raw,avg_cloud_cover,25.886809
scenario_raw,avg_priority,2.502249
solution,acquisitions,693
solution,unique_requests_served,526
solution,total_score,389.8206910652205579
solution,ofv,-389.8206910652218085
solution,total_profit,677285.000000
solution,total_area,384109.285076
solution,avg_cloud_cover,25.637198
solution,cloud_good_lt10,3
solution,cloud_bad_gt30,163
solution,avg_angle,21.490043
solution,angle_good_le10,56
solution,angle_bad_ge30,29
solution,avg_priority,2.447330
solution,priority_1,185
solution,priority_2,174
solution,priority_3,173
solution,priority_4,161
solution,avg_sun_elevation,58.763502
rko,best_mh,ILS
rko,time_to_best,900.034
rko,solver_time,931.121
rko,total_time,931.144
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,50
rko,stereo_acq_selected,102
rko,strip_acq_selected,240
