section,metric,value
scenario,requests,716
scenario,attempts,8733
scenario,stereo_pairs,959
scenario,avg_angle,21.540642
scenario,avg_area,481.393095
scenario,avg_price,989.482308
scenario,avg_sun_elevation,59.265760
scenario,avg_cloud_cover,25.887284
scenario,avg_priority,2.461468
scenario_raw,requests,716
scenario_raw,attempts,9782
scenario_raw,avg_angle,21.269127
scenario_raw,avg_area,482.093659
scenario_raw,avg_price,995.567164
scenario_raw,avg_sun_elevation,58.969985
scenario_raw,avg_cloud_cover,25.886809
scenario_raw,avg_priority,2.502249
solution,acquisitions,695
solution,unique_requests_served,530
solution,total_score,389.7337967695755765
solution,ofv,-389.7337967695765428
solution,total_profit,684196.000000
solution,total_area,385514.895142
solution,avg_cloud_cover,26.214575
solution,cloud_good_lt10,3
solution,cloud_bad_gt30,185
solution,avg_angle,22.017377
solution,angle_good_le10,49
solution,angle_bad_ge30,37
solution,avg_priority,2.438849
solution,priority_1,191
solution,priority_2,169
solution,priority_3,174
solution,priority_4,161
solution,avg_sun_elevation,58.756899
rko,best_mh,ILS
rko,time_to_best,900.103
rko,solver_time,937.074
rko,total_time,937.098
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,48
rko,stereo_acq_selected,96
rko,strip_acq_selected,243
