section,metric,value
scenario,requests,121
scenario,attempts,1870
scenario,stereo_pairs,285
scenario,avg_angle,20.807935
scenario,avg_area,511.314776
scenario,avg_price,983.209626
scenario,avg_sun_elevation,50.425949
scenario,avg_cloud_cover,7.694537
scenario,avg_priority,2.454545
scenario_raw,requests,121
scenario_raw,attempts,2222
scenario_raw,avg_angle,20.375411
scenario_raw,avg_area,512.995640
scenario_raw,avg_price,987.280828
scenario_raw,avg_sun_elevation,51.420245
scenario_raw,avg_cloud_cover,7.283823
scenario_raw,avg_priority,2.441494
solution,acquisitions,165
solution,unique_requests_served,121
solution,total_score,93.9527452745275156
solution,ofv,-93.9527452745277145
solution,total_profit,158302.000000
solution,total_area,94453.360855
solution,avg_cloud_cover,7.826923
solution,cloud_good_lt10,111
solution,cloud_bad_gt30,0
solution,avg_angle,22.842383
solution,angle_good_le10,10
solution,angle_bad_ge30,12
solution,avg_priority,2.521212
solution,priority_1,42
solution,priority_2,34
solution,priority_3,50
solution,priority_4,39
solution,avg_sun_elevation,49.968429
rko,best_mh,BRKGA
rko,time_to_best,41.908
rko,solver_time,150.244
rko,total_time,150.247
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,13
rko,stereo_acq_selected,28
rko,strip_acq_selected,60
