section,metric,value
scenario,requests,52
scenario,attempts,791
scenario,stereo_pairs,129
scenario,avg_angle,20.644789
scenario,avg_area,429.313036
scenario,avg_price,1001.115044
scenario,avg_sun_elevation,51.918136
scenario,avg_cloud_cover,16.803106
scenario,avg_priority,2.638432
scenario_raw,requests,52
scenario_raw,attempts,898
scenario_raw,avg_angle,20.374188
scenario_raw,avg_area,438.004808
scenario_raw,avg_price,986.981069
scenario_raw,avg_sun_elevation,53.182328
scenario_raw,avg_cloud_cover,16.798983
scenario_raw,avg_priority,2.629176
solution,acquisitions,69
solution,unique_requests_served,52
solution,total_score,37.4632516703786180
solution,ofv,-37.4632516703786962
solution,total_profit,65725.000000
solution,total_area,34192.963058
solution,avg_cloud_cover,17.000127
solution,cloud_good_lt10,6
solution,cloud_bad_gt30,0
solution,avg_angle,20.670881
solution,angle_good_le10,8
solution,angle_bad_ge30,3
solution,avg_priority,2.681159
solution,priority_1,14
solution,priority_2,19
solution,priority_3,11
solution,priority_4,25
solution,avg_sun_elevation,52.486326
rko,best_mh,BRKGA
rko,time_to_best,6.120
rko,solver_time,60.010
rko,total_time,60.011
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,9
rko,stereo_acq_selected,18
rko,strip_acq_selected,16
