section,metric,value
scenario,requests,177
scenario,attempts,2219
scenario,stereo_pairs,228
scenario,avg_angle,21.336890
scenario,avg_area,534.147785
scenario,avg_price,1043.255971
scenario,avg_sun_elevation,59.893693
scenario,avg_cloud_cover,25.734025
scenario,avg_priority,2.401983
scenario_raw,requests,177
scenario_raw,attempts,2499
scenario_raw,avg_angle,20.757021
scenario_raw,avg_area,562.215892
scenario_raw,avg_price,1042.125650
scenario_raw,avg_sun_elevation,59.761037
scenario_raw,avg_cloud_cover,25.751934
scenario_raw,avg_priority,2.285714
solution,acquisitions,198
solution,unique_requests_served,149
solution,total_score,114.0504201680672054
solution,ofv,-114.0504201680675322
solution,total_profit,201926.000000
solution,total_area,118597.581022
solution,avg_cloud_cover,26.089410
solution,cloud_good_lt10,0
solution,cloud_bad_gt30,56
solution,avg_angle,22.025614
solution,angle_good_le10,16
solution,angle_bad_ge30,7
solution,avg_priority,2.540404
solution,priority_1,42
solution,priority_2,51
solution,priority_3,61
solution,priority_4,44
solution,avg_sun_elevation,60.305108
rko,best_mh,BRKGA
rko,time_to_best,106.405
rko,solver_time,300.218
rko,total_time,300.223
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,10
rko,stereo_acq_selected,22
rko,strip_acq_selected,77
