section,metric,value
scenario,requests,358
scenario,attempts,4307
scenario,stereo_pairs,537
scenario,avg_angle,21.604123
scenario,avg_area,490.172976
scenario,avg_price,988.758300
scenario,avg_sun_elevation,59.909668
scenario,avg_cloud_cover,25.495873
scenario,avg_priority,2.522870
scenario_raw,requests,358
scenario_raw,attempts,4940
scenario_raw,avg_angle,21.186381
scenario_raw,avg_area,490.132265
scenario_raw,avg_price,966.358502
scenario_raw,avg_sun_elevation,59.796813
scenario_raw,avg_cloud_cover,25.332705
scenario_raw,avg_priority,2.557085
solution,acquisitions,387
solution,unique_requests_served,288
solution,total_score,205.7030364372473343
solution,ofv,-205.7030364372484996
solution,total_profit,383588.000000
solution,total_area,211660.168683
solution,avg_cloud_cover,26.063688
solution,cloud_good_lt10,2
solution,cloud_bad_gt30,107
solution,avg_angle,22.093096
solution,angle_good_le10,32
solution,angle_bad_ge30,20
solution,avg_priority,2.552972
solution,priority_1,98
solution,priority_2,92
solution,priority_3,82
solution,priority_4,115
solution,avg_sun_elevation,60.593200
rko,best_mh,IPR
rko,time_to_best,589.118
rko,solver_time,601.886
rko,total_time,601.896
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,27
rko,stereo_acq_selected,59
rko,strip_acq_selected,141
