section,metric,value
scenario,requests,358
scenario,attempts,4307
scenario,stereo_pairs,537
scenario,avg_angle,21.604123
scenario,avg_area,490.172976
scenario,avg_price,988.758300
scenario,avg_sun_elevation,59.909668
scenario,avg_cloud_cover,25.495873
scenario,avg_priority,2.522870
scenario_raw,requests,358
scenario_raw,attempts,4940
scenario_raw,avg_angle,21.186381
scenario_raw,avg_area,490.132265
scenario_raw,avg_price,966.358502
scenario_raw,avg_sun_elevation,59.796813
scenario_raw,avg_cloud_cover,25.332705
scenario_raw,avg_priority,2.557085
solution,acquisitions,389
solution,unique_requests_served,288
solution,total_score,205.5064777327939112
solution,ofv,-205.5064777327949628
solution,total_profit,384690.000000
solution,total_area,212885.852865
solution,avg_cloud_cover,25.686856
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,98
solution,avg_angle,22.194085
solution,angle_good_le10,31
solution,angle_bad_ge30,9
solution,avg_priority,2.532134
solution,priority_1,102
solution,priority_2,92
solution,priority_3,81
solution,priority_4,114
solution,avg_sun_elevation,60.359611
rko,best_mh,BRKGA
rko,time_to_best,571.384
rko,solver_time,604.894
rko,total_time,604.905
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,28
rko,stereo_acq_selected,60
rko,strip_acq_selected,142
