section,metric,value
scenario,requests,284
scenario,attempts,2755
scenario,stereo_pairs,175
scenario,avg_angle,20.596781
scenario,avg_area,477.032856
scenario,avg_price,981.212704
scenario,avg_sun_elevation,57.511053
scenario,avg_cloud_cover,7.748105
scenario,avg_priority,2.496552
scenario_raw,requests,284
scenario_raw,attempts,2858
scenario_raw,avg_angle,20.340888
scenario_raw,avg_area,479.456705
scenario_raw,avg_price,983.273618
scenario_raw,avg_sun_elevation,57.558325
scenario_raw,avg_cloud_cover,7.803076
scenario_raw,avg_priority,2.511547
solution,acquisitions,312
solution,unique_requests_served,244
solution,total_score,178.7718684394685340
solution,ofv,-178.7718684394689035
solution,total_profit,301684.000000
solution,total_area,173382.993557
solution,avg_cloud_cover,7.465279
solution,cloud_good_lt10,217
solution,cloud_bad_gt30,0
solution,avg_angle,21.708726
solution,angle_good_le10,24
solution,angle_bad_ge30,14
solution,avg_priority,2.535256
solution,priority_1,72
solution,priority_2,79
solution,priority_3,83
solution,priority_4,78
solution,avg_sun_elevation,56.456238
rko,best_mh,IPR
rko,time_to_best,265.976
rko,solver_time,300.818
rko,total_time,300.824
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,19
rko,stereo_acq_selected,38
rko,strip_acq_selected,104
