section,metric,value
scenario,requests,51
scenario,attempts,855
scenario,stereo_pairs,163
scenario,avg_angle,20.600203
scenario,avg_area,543.687198
scenario,avg_price,1124.265497
scenario,avg_sun_elevation,56.059135
scenario,avg_cloud_cover,16.906199
scenario,avg_priority,2.469006
scenario_raw,requests,51
scenario_raw,attempts,1083
scenario_raw,avg_angle,20.191286
scenario_raw,avg_area,571.254962
scenario_raw,avg_price,1122.086796
scenario_raw,avg_sun_elevation,58.105157
scenario_raw,avg_cloud_cover,17.082626
scenario_raw,avg_priority,2.728532
solution,acquisitions,66
solution,unique_requests_served,50
solution,total_score,36.9095106186518791
solution,ofv,-36.9095106186519288
solution,total_profit,73437.000000
solution,total_area,36536.994431
solution,avg_cloud_cover,16.488498
solution,cloud_good_lt10,9
solution,cloud_bad_gt30,0
solution,avg_angle,22.872509
solution,angle_good_le10,4
solution,angle_bad_ge30,3
solution,avg_priority,2.545455
solution,priority_1,19
solution,priority_2,11
solution,priority_3,17
solution,priority_4,19
solution,avg_sun_elevation,56.400388
rko,best_mh,BRKGA
rko,time_to_best,17.639
rko,solver_time,60.011
rko,total_time,60.013
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,5
rko,stereo_acq_selected,10
rko,strip_acq_selected,22
