section,metric,value
scenario,requests,177
scenario,attempts,2219
scenario,stereo_pairs,228
scenario,avg_angle,21.336890
scenario,avg_area,534.147785
scenario,avg_price,1043.255971
scenario,avg_sun_elevation,59.893693
scenario,avg_cloud_cover,25.734025
scenario,avg_priority,2.401983
scenario_raw,requests,177
scenario_raw,attempts,2499
scenario_raw,avg_angle,20.757021
scenario_raw,avg_area,562.215892
scenario_raw,avg_price,1042.125650
scenario_raw,avg_sun_elevation,59.761037
scenario_raw,avg_cloud_cover,25.751934
scenario_raw,avg_priority,2.285714
solution,acquisitions,200
solution,unique_requests_served,151
solution,total_score,114.2096838735494089
solution,ofv,-114.2096838735497499
solution,total_profit,204298.000000
solution,total_area,120085.086817
solution,avg_cloud_cover,26.681259
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,61
solution,avg_angle,22.140758
solution,angle_good_le10,15
solution,angle_bad_ge30,16
solution,avg_priority,2.545000
solution,priority_1,42
solution,priority_2,51
solution,priority_3,63
solution,priority_4,44
solution,avg_sun_elevation,60.352174
rko,best_mh,BRKGA
rko,time_to_best,193.035
rko,solver_time,300.027
rko,total_time,300.032
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,10
rko,stereo_acq_selected,22
rko,strip_acq_selected,78
