section,metric,value
scenario,requests,103
scenario,attempts,1300
scenario,stereo_pairs,164
scenario,avg_angle,20.553055
scenario,avg_area,460.322885
scenario,avg_price,1002.286923
scenario,avg_sun_elevation,55.116855
scenario,avg_cloud_cover,1.565588
scenario,avg_priority,2.696923
scenario_raw,requests,103
scenario_raw,attempts,1430
scenario_raw,avg_angle,20.235514
scenario_raw,avg_area,461.855929
scenario_raw,avg_price,990.078322
scenario_raw,avg_sun_elevation,55.789167
scenario_raw,avg_cloud_cover,1.571265
scenario_raw,avg_priority,2.695804
solution,acquisitions,131
solution,unique_requests_served,98
solution,total_score,71.0517482517482790
solution,ofv,-71.0517482517484353
solution,total_profit,126999.000000
solution,total_area,69123.427437
solution,avg_cloud_cover,1.706807
solution,cloud_good_lt10,131
solution,cloud_bad_gt30,0
solution,avg_angle,20.478562
solution,angle_good_le10,15
solution,angle_bad_ge30,1
solution,avg_priority,2.725191
solution,priority_1,26
solution,priority_2,31
solution,priority_3,27
solution,priority_4,47
solution,avg_sun_elevation,56.376022
rko,best_mh,BRKGA
rko,time_to_best,147.307
rko,solver_time,150.022
rko,total_time,150.024
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,13
rko,stereo_acq_selected,26
rko,strip_acq_selected,41
