section,metric,value
scenario,requests,174
scenario,attempts,2651
scenario,stereo_pairs,386
scenario,avg_angle,21.052775
scenario,avg_area,479.767254
scenario,avg_price,979.710298
scenario,avg_sun_elevation,57.388290
scenario,avg_cloud_cover,14.756815
scenario,avg_priority,2.496039
scenario_raw,requests,174
scenario_raw,attempts,3118
scenario_raw,avg_angle,20.698131
scenario_raw,avg_area,486.282651
scenario_raw,avg_price,960.647210
scenario_raw,avg_sun_elevation,57.714499
scenario_raw,avg_cloud_cover,14.783712
scenario_raw,avg_priority,2.501604
solution,acquisitions,237
solution,unique_requests_served,174
solution,total_score,125.0724823604876264
solution,ofv,-125.0724823604878679
solution,total_profit,232563.000000
solution,total_area,130346.598433
solution,avg_cloud_cover,14.513399
solution,cloud_good_lt10,54
solution,cloud_bad_gt30,1
solution,avg_angle,22.934398
solution,angle_good_le10,12
solution,angle_bad_ge30,11
solution,avg_priority,2.518987
solution,priority_1,63
solution,priority_2,59
solution,priority_3,44
solution,priority_4,71
solution,avg_sun_elevation,58.016656
rko,best_mh,BRKGA
rko,time_to_best,118.697
rko,solver_time,300.317
rko,total_time,300.323
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,19
rko,stereo_acq_selected,42
rko,strip_acq_selected,84
