section,metric,value
scenario,requests,19
scenario,attempts,191
scenario,stereo_pairs,24
scenario,avg_angle,19.854630
scenario,avg_area,598.280503
scenario,avg_price,1133.167539
scenario,avg_sun_elevation,55.385022
scenario,avg_cloud_cover,17.495477
scenario,avg_priority,2.712042
scenario_raw,requests,19
scenario_raw,attempts,206
scenario_raw,avg_angle,19.333543
scenario_raw,avg_area,602.133058
scenario_raw,avg_price,1132.631068
scenario_raw,avg_sun_elevation,55.716084
scenario_raw,avg_cloud_cover,17.156287
scenario_raw,avg_priority,2.776699
solution,acquisitions,29
solution,unique_requests_served,19
solution,total_score,16.2233009708737832
solution,ofv,-16.2233009708738010
solution,total_profit,32252.000000
solution,total_area,19501.169598
solution,avg_cloud_cover,17.351932
solution,cloud_good_lt10,5
solution,cloud_bad_gt30,0
solution,avg_angle,20.015052
solution,angle_good_le10,6
solution,angle_bad_ge30,1
solution,avg_priority,2.862069
solution,priority_1,6
solution,priority_2,3
solution,priority_3,9
solution,priority_4,11
solution,avg_sun_elevation,54.050269
rko,best_mh,BRKGA
rko,time_to_best,0.113
rko,solver_time,60.003
rko,total_time,60.004
rko,pool_diversity,6
rko,pool_size,10
rko,stereo_pairs_complete,3
rko,stereo_acq_selected,6
rko,strip_acq_selected,14
