section,metric,value
scenario,requests,98
scenario,attempts,1550
scenario,stereo_pairs,419
scenario,avg_angle,20.716700
scenario,avg_area,441.387435
scenario,avg_price,994.669677
scenario,avg_sun_elevation,56.693195
scenario,avg_cloud_cover,1.746123
scenario,avg_priority,2.732903
scenario_raw,requests,98
scenario_raw,attempts,2113
scenario_raw,avg_angle,20.122924
scenario_raw,avg_area,449.927073
scenario_raw,avg_price,951.486512
scenario_raw,avg_sun_elevation,58.890839
scenario_raw,avg_cloud_cover,1.759411
scenario_raw,avg_priority,2.645054
solution,acquisitions,124
solution,unique_requests_served,93
solution,total_score,65.1803123521060144
solution,ofv,-65.1803123521061281
solution,total_profit,120104.000000
solution,total_area,63892.817839
solution,avg_cloud_cover,1.740409
solution,cloud_good_lt10,123
solution,cloud_bad_gt30,0
solution,avg_angle,21.184876
solution,angle_good_le10,7
solution,angle_bad_ge30,5
solution,avg_priority,2.741935
solution,priority_1,25
solution,priority_2,28
solution,priority_3,25
solution,priority_4,46
solution,avg_sun_elevation,57.064550
rko,best_mh,BRKGA
rko,time_to_best,75.921
rko,solver_time,150.022
rko,total_time,150.025
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,13
rko,stereo_acq_selected,26
rko,strip_acq_selected,37
