section,metric,value
scenario,requests,230
scenario,attempts,3912
scenario,stereo_pairs,782
scenario,avg_angle,20.832556
scenario,avg_area,500.296752
scenario,avg_price,995.544223
scenario,avg_sun_elevation,55.295483
scenario,avg_cloud_cover,1.596771
scenario,avg_priority,2.475460
scenario_raw,requests,230
scenario_raw,attempts,5045
scenario_raw,avg_angle,20.279027
scenario_raw,avg_area,503.305137
scenario_raw,avg_price,1006.691179
scenario_raw,avg_sun_elevation,55.506849
scenario_raw,avg_cloud_cover,1.572614
scenario_raw,avg_priority,2.442022
solution,acquisitions,288
solution,unique_requests_served,215
solution,total_score,163.9306243805749830
solution,ofv,-163.9306243805756367
solution,total_profit,284609.000000
solution,total_area,163310.804096
solution,avg_cloud_cover,1.566201
solution,cloud_good_lt10,287
solution,cloud_bad_gt30,0
solution,avg_angle,21.757457
solution,angle_good_le10,23
solution,angle_bad_ge30,10
solution,avg_priority,2.447917
solution,priority_1,82
solution,priority_2,59
solution,priority_3,83
solution,priority_4,64
solution,avg_sun_elevation,55.914371
rko,best_mh,VNS
rko,time_to_best,600.052
rko,solver_time,602.657
rko,total_time,602.666
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,21
rko,stereo_acq_selected,44
rko,strip_acq_selected,104
