section,metric,value
scenario,requests,722
scenario,attempts,11353
scenario,stereo_pairs,1947
scenario,avg_angle,21.331147
scenario,avg_area,483.964664
scenario,avg_price,984.745706
scenario,avg_sun_elevation,60.289767
scenario,avg_cloud_cover,25.961364
scenario,avg_priority,2.459614
scenario_raw,requests,722
scenario_raw,attempts,14139
scenario_raw,avg_angle,20.795226
scenario_raw,avg_area,493.262365
scenario_raw,avg_price,990.681024
scenario_raw,avg_sun_elevation,60.028458
scenario_raw,avg_cloud_cover,26.230300
scenario_raw,avg_priority,2.533772
solution,acquisitions,709
solution,unique_requests_served,539
solution,total_score,397.5411273781755881
solution,ofv,-397.5411273781758155
solution,total_profit,693227.000000
solution,total_area,391431.626588
solution,avg_cloud_cover,25.944871
solution,cloud_good_lt10,2
solution,cloud_bad_gt30,178
solution,avg_angle,22.064421
solution,angle_good_le10,52
solution,angle_bad_ge30,39
solution,avg_priority,2.442877
solution,priority_1,195
solution,priority_2,171
solution,priority_3,177
solution,priority_4,166
solution,avg_sun_elevation,59.804092
rko,best_mh,BRKGA-CS
rko,time_to_best,900.148
rko,solver_time,985.817
rko,total_time,985.846
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,49
rko,stereo_acq_selected,102
rko,strip_acq_selected,245
