section,metric,value
scenario,requests,358
scenario,attempts,4307
scenario,stereo_pairs,537
scenario,avg_angle,21.604123
scenario,avg_area,490.172976
scenario,avg_price,988.758300
scenario,avg_sun_elevation,59.909668
scenario,avg_cloud_cover,25.495873
scenario,avg_priority,2.522870
scenario_raw,requests,358
scenario_raw,attempts,4940
scenario_raw,avg_angle,21.186381
scenario_raw,avg_area,490.132265
scenario_raw,avg_price,966.358502
scenario_raw,avg_sun_elevation,59.796813
scenario_raw,avg_cloud_cover,25.332705
scenario_raw,avg_priority,2.557085
solution,acquisitions,388
solution,unique_requests_served,287
solution,total_score,205.9080971659922454
solution,ofv,-205.9080971659934107
solution,total_profit,384378.000000
solution,total_area,212782.612194
solution,avg_cloud_cover,25.677290
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,98
solution,avg_angle,22.138939
solution,angle_good_le10,34
solution,angle_bad_ge30,19
solution,avg_priority,2.548969
solution,priority_1,99
solution,priority_2,92
solution,priority_3,82
solution,priority_4,115
solution,avg_sun_elevation,60.082531
rko,best_mh,BRKGA
rko,time_to_best,576.537
rko,solver_time,604.897
rko,total_time,604.907
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,29
rko,stereo_acq_selected,60
rko,strip_acq_selected,142
