section,metric,value
scenario,requests,97
scenario,attempts,930
scenario,stereo_pairs,75
scenario,avg_angle,20.797518
scenario,avg_area,510.963435
scenario,avg_price,980.137634
scenario,avg_sun_elevation,54.142972
scenario,avg_cloud_cover,7.475093
scenario,avg_priority,2.463441
scenario_raw,requests,97
scenario_raw,attempts,975
scenario_raw,avg_angle,20.492739
scenario_raw,avg_area,511.683733
scenario_raw,avg_price,984.995897
scenario_raw,avg_sun_elevation,54.278338
scenario_raw,avg_cloud_cover,7.408161
scenario_raw,avg_priority,2.452308
solution,acquisitions,119
solution,unique_requests_served,90
solution,total_score,66.8205128205128744
solution,ofv,-66.8205128205129313
solution,total_profit,114404.000000
solution,total_area,69711.475388
solution,avg_cloud_cover,7.444422
solution,cloud_good_lt10,85
solution,cloud_bad_gt30,0
solution,avg_angle,21.655751
solution,angle_good_le10,5
solution,angle_bad_ge30,2
solution,avg_priority,2.478992
solution,priority_1,31
solution,priority_2,26
solution,priority_3,36
solution,priority_4,26
solution,avg_sun_elevation,52.407244
rko,best_mh,SA
rko,time_to_best,50.203
rko,solver_time,60.007
rko,total_time,60.009
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,7
rko,stereo_acq_selected,14
rko,strip_acq_selected,44
