section,metric,value
scenario,requests,90
scenario,attempts,1404
scenario,stereo_pairs,141
scenario,avg_angle,20.831959
scenario,avg_area,563.423680
scenario,avg_price,1065.049145
scenario,avg_sun_elevation,58.116553
scenario,avg_cloud_cover,16.228515
scenario,avg_priority,2.390313
scenario_raw,requests,90
scenario_raw,attempts,1564
scenario_raw,avg_angle,20.421959
scenario_raw,avg_area,583.689551
scenario_raw,avg_price,1069.888747
scenario_raw,avg_sun_elevation,58.181742
scenario_raw,avg_cloud_cover,16.421411
scenario_raw,avg_priority,2.303708
solution,acquisitions,124
solution,unique_requests_served,90
solution,total_score,67.7621483375958320
solution,ofv,-67.7621483375960167
solution,total_profit,131892.000000
solution,total_area,77346.118658
solution,avg_cloud_cover,16.482430
solution,cloud_good_lt10,18
solution,cloud_bad_gt30,0
solution,avg_angle,21.871955
solution,angle_good_le10,9
solution,angle_bad_ge30,8
solution,avg_priority,2.564516
solution,priority_1,27
solution,priority_2,31
solution,priority_3,35
solution,priority_4,31
solution,avg_sun_elevation,57.509333
rko,best_mh,BRKGA
rko,time_to_best,68.180
rko,solver_time,150.018
rko,total_time,150.021
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,7
rko,stereo_acq_selected,16
rko,strip_acq_selected,52
