section,metric,value
scenario,requests,716
scenario,attempts,8733
scenario,stereo_pairs,959
scenario,avg_angle,21.540642
scenario,avg_area,481.393095
scenario,avg_price,989.482308
scenario,avg_sun_elevation,59.265760
scenario,avg_cloud_cover,25.887284
scenario,avg_priority,2.461468
scenario_raw,requests,716
scenario_raw,attempts,9782
scenario_raw,avg_angle,21.269127
scenario_raw,avg_area,482.093659
scenario_raw,avg_price,995.567164
scenario_raw,avg_sun_elevation,58.969985
scenario_raw,avg_cloud_cover,25.886809
scenario_raw,avg_priority,2.502249
solution,acquisitions,696
solution,unique_requests_served,531
solution,total_score,388.2795951748096286
solution,ofv,-388.2795951748104244
solution,total_profit,682887.000000
solution,total_area,388097.899334
solution,avg_cloud_cover,25.833519
solution,cloud_good_lt10,5
solution,cloud_bad_gt30,175
solution,avg_angle,21.591615
solution,angle_good_le10,55
solution,angle_bad_ge30,38
solution,avg_priority,2.466954
solution,priority_1,184
solution,priority_2,172
solution,priority_3,171
solution,priority_4,169
solution,avg_sun_elevation,58.547600
rko,best_mh,VNS
rko,time_to_best,900.167
rko,solver_time,921.582
rko,total_time,921.608
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,43
rko,stereo_acq_selected,90
rko,strip_acq_selected,245
