section,metric,value
scenario,requests,722
scenario,attempts,11353
scenario,stereo_pairs,1947
scenario,avg_angle,21.331147
scenario,avg_area,483.964664
scenario,avg_price,984.745706
scenario,avg_sun_elevation,60.289767
scenario,avg_cloud_cover,25.961364
scenario,avg_priority,2.459614
scenario_raw,requests,722
scenario_raw,attempts,14139
scenario_raw,avg_angle,20.795226
scenario_raw,avg_area,493.262365
scenario_raw,avg_price,990.681024
scenario_raw,avg_sun_elevation,60.028458
scenario_raw,avg_cloud_cover,26.230300
scenario_raw,avg_priority,2.533772
solution,acquisitions,715
solution,unique_requests_served,540
solution,total_score,399.9779333757711584
solution,ofv,-399.9779333757712720
solution,total_profit,699098.000000
solution,total_area,395591.029065
solution,avg_cloud_cover,26.013147
solution,cloud_good_lt10,3
solution,cloud_bad_gt30,181
solution,avg_angle,21.668249
solution,angle_good_le10,53
solution,angle_bad_ge30,30
solution,avg_priority,2.434965
solution,priority_1,195
solution,priority_2,177
solution,priority_3,180
solution,priority_4,163
solution,avg_sun_elevation,60.034514
rko,best_mh,BRKGA-CS
rko,time_to_best,900.199
rko,solver_time,956.574
rko,total_time,956.603
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,51
rko,stereo_acq_selected,105
rko,strip_acq_selected,249
