section,metric,value
scenario,requests,213
scenario,attempts,3513
scenario,stereo_pairs,751
scenario,avg_angle,20.750322
scenario,avg_area,504.286679
scenario,avg_price,994.335041
scenario,avg_sun_elevation,55.840581
scenario,avg_cloud_cover,1.809461
scenario,avg_priority,2.426132
scenario_raw,requests,213
scenario_raw,attempts,4618
scenario_raw,avg_angle,20.141903
scenario_raw,avg_area,507.919863
scenario_raw,avg_price,1006.499350
scenario_raw,avg_sun_elevation,56.216111
scenario_raw,avg_cloud_cover,1.751536
scenario_raw,avg_priority,2.399524
solution,acquisitions,264
solution,unique_requests_served,199
solution,total_score,152.9750974447811416
solution,ofv,-152.9750974447819658
solution,total_profit,263054.000000
solution,total_area,150472.960956
solution,avg_cloud_cover,1.899603
solution,cloud_good_lt10,261
solution,cloud_bad_gt30,0
solution,avg_angle,21.896105
solution,angle_good_le10,26
solution,angle_bad_ge30,13
solution,avg_priority,2.390152
solution,priority_1,79
solution,priority_2,58
solution,priority_3,72
solution,priority_4,55
solution,avg_sun_elevation,55.316039
rko,best_mh,BRKGA
rko,time_to_best,577.781
rko,solver_time,601.389
rko,total_time,601.396
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,17
rko,stereo_acq_selected,36
rko,strip_acq_selected,95
