section,metric,value
scenario,requests,106
scenario,attempts,1737
scenario,stereo_pairs,478
scenario,avg_angle,20.718874
scenario,avg_area,450.042652
scenario,avg_price,1002.105354
scenario,avg_sun_elevation,56.537535
scenario,avg_cloud_cover,1.525746
scenario,avg_priority,2.676454
scenario_raw,requests,106
scenario_raw,attempts,2406
scenario_raw,avg_angle,20.069187
scenario_raw,avg_area,462.291365
scenario_raw,avg_price,984.200333
scenario_raw,avg_sun_elevation,59.084165
scenario_raw,avg_cloud_cover,1.506810
scenario_raw,avg_priority,2.626766
solution,acquisitions,134
solution,unique_requests_served,101
solution,total_score,69.1679135494597119
solution,ofv,-69.1679135494598540
solution,total_profit,130359.000000
solution,total_area,70476.839240
solution,avg_cloud_cover,1.448459
solution,cloud_good_lt10,134
solution,cloud_bad_gt30,0
solution,avg_angle,21.364476
solution,angle_good_le10,10
solution,angle_bad_ge30,8
solution,avg_priority,2.716418
solution,priority_1,26
solution,priority_2,33
solution,priority_3,28
solution,priority_4,47
solution,avg_sun_elevation,57.095494
rko,best_mh,BRKGA
rko,time_to_best,37.482
rko,solver_time,150.013
rko,total_time,150.016
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,13
rko,stereo_acq_selected,26
rko,strip_acq_selected,41
