section,metric,value
scenario,requests,97
scenario,attempts,930
scenario,stereo_pairs,75
scenario,avg_angle,20.797518
scenario,avg_area,510.963435
scenario,avg_price,980.137634
scenario,avg_sun_elevation,54.142972
scenario,avg_cloud_cover,7.475093
scenario,avg_priority,2.463441
scenario_raw,requests,97
scenario_raw,attempts,975
scenario_raw,avg_angle,20.492739
scenario_raw,avg_area,511.683733
scenario_raw,avg_price,984.995897
scenario_raw,avg_sun_elevation,54.278338
scenario_raw,avg_cloud_cover,7.408161
scenario_raw,avg_priority,2.452308
solution,acquisitions,118
solution,unique_requests_served,89
solution,total_score,66.9692307692308191
solution,ofv,-66.9692307692308901
solution,total_profit,113309.000000
solution,total_area,69359.070315
solution,avg_cloud_cover,7.123258
solution,cloud_good_lt10,78
solution,cloud_bad_gt30,0
solution,avg_angle,21.835093
solution,angle_good_le10,9
solution,angle_bad_ge30,3
solution,avg_priority,2.483051
solution,priority_1,30
solution,priority_2,26
solution,priority_3,37
solution,priority_4,25
solution,avg_sun_elevation,52.270747
rko,best_mh,BRKGA
rko,time_to_best,10.652
rko,solver_time,60.006
rko,total_time,60.008
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,7
rko,stereo_acq_selected,14
rko,strip_acq_selected,44
