section,metric,value
scenario,requests,47
scenario,attempts,449
scenario,stereo_pairs,30
scenario,avg_angle,21.643940
scenario,avg_area,532.170580
scenario,avg_price,1021.895323
scenario,avg_sun_elevation,52.584931
scenario,avg_cloud_cover,18.535127
scenario,avg_priority,2.734967
scenario_raw,requests,47
scenario_raw,attempts,467
scenario_raw,avg_angle,21.445119
scenario_raw,avg_area,524.971308
scenario_raw,avg_price,1013.798715
scenario_raw,avg_sun_elevation,52.610327
scenario_raw,avg_cloud_cover,18.431655
scenario_raw,avg_priority,2.755889
solution,acquisitions,61
solution,unique_requests_served,45
solution,total_score,32.4603854389721675
solution,ofv,-32.4603854389722102
solution,total_profit,61784.000000
solution,total_area,35839.139660
solution,avg_cloud_cover,19.040706
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,1
solution,avg_angle,22.010555
solution,angle_good_le10,6
solution,angle_bad_ge30,1
solution,avg_priority,2.868852
solution,priority_1,10
solution,priority_2,12
solution,priority_3,15
solution,priority_4,24
solution,avg_sun_elevation,53.279554
rko,best_mh,BRKGA
rko,time_to_best,46.219
rko,solver_time,150.084
rko,total_time,150.085
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,4
rko,stereo_acq_selected,8
rko,strip_acq_selected,25
