section,metric,value
scenario,requests,41
scenario,attempts,383
scenario,stereo_pairs,67
scenario,avg_angle,21.241616
scenario,avg_area,437.912736
scenario,avg_price,978.608355
scenario,avg_sun_elevation,56.540079
scenario,avg_cloud_cover,17.114248
scenario,avg_priority,2.715405
scenario_raw,requests,41
scenario_raw,attempts,423
scenario_raw,avg_angle,20.704399
scenario_raw,avg_area,448.139139
scenario_raw,avg_price,968.456265
scenario_raw,avg_sun_elevation,57.018093
scenario_raw,avg_cloud_cover,17.000621
scenario_raw,avg_priority,2.697400
solution,acquisitions,55
solution,unique_requests_served,41
solution,total_score,29.9645390070921991
solution,ofv,-29.9645390070922311
solution,total_profit,52171.000000
solution,total_area,27295.740126
solution,avg_cloud_cover,17.774368
solution,cloud_good_lt10,3
solution,cloud_bad_gt30,0
solution,avg_angle,21.671506
solution,angle_good_le10,4
solution,angle_bad_ge30,5
solution,avg_priority,2.690909
solution,priority_1,12
solution,priority_2,13
solution,priority_3,10
solution,priority_4,20
solution,avg_sun_elevation,55.873777
rko,best_mh,GA
rko,time_to_best,5.989
rko,solver_time,60.005
rko,total_time,60.006
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,9
rko,stereo_acq_selected,18
rko,strip_acq_selected,10
