section,metric,value
scenario,requests,716
scenario,attempts,8733
scenario,stereo_pairs,959
scenario,avg_angle,21.540642
scenario,avg_area,481.393095
scenario,avg_price,989.482308
scenario,avg_sun_elevation,59.265760
scenario,avg_cloud_cover,25.887284
scenario,avg_priority,2.461468
scenario_raw,requests,716
scenario_raw,attempts,9782
scenario_raw,avg_angle,21.269127
scenario_raw,avg_area,482.093659
scenario_raw,avg_price,995.567164
scenario_raw,avg_sun_elevation,58.969985
scenario_raw,avg_cloud_cover,25.886809
scenario_raw,avg_priority,2.502249
solution,acquisitions,692
solution,unique_requests_served,524
solution,total_score,390.1283991003872416
solution,ofv,-390.1283991003886626
solution,total_profit,678687.000000
solution,total_area,385994.351735
solution,avg_cloud_cover,26.337010
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,196
solution,avg_angle,21.789866
solution,angle_good_le10,59
solution,angle_bad_ge30,51
solution,avg_priority,2.456647
solution,priority_1,183
solution,priority_2,172
solution,priority_3,175
solution,priority_4,162
solution,avg_sun_elevation,58.691927
rko,best_mh,ILS
rko,time_to_best,900.054
rko,solver_time,937.566
rko,total_time,937.589
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,47
rko,stereo_acq_selected,96
rko,strip_acq_selected,246
