section,metric,value
scenario,requests,179
scenario,attempts,2891
scenario,stereo_pairs,480
scenario,avg_angle,21.095892
scenario,avg_area,548.416944
scenario,avg_price,1047.637496
scenario,avg_sun_elevation,61.265602
scenario,avg_cloud_cover,25.848811
scenario,avg_priority,2.420616
scenario_raw,requests,179
scenario_raw,attempts,3616
scenario_raw,avg_angle,20.497682
scenario_raw,avg_area,581.036917
scenario_raw,avg_price,1057.719856
scenario_raw,avg_sun_elevation,61.493177
scenario_raw,avg_cloud_cover,25.784780
scenario_raw,avg_priority,2.354812
solution,acquisitions,202
solution,unique_requests_served,152
solution,total_score,118.1659292035397186
solution,ofv,-118.1659292035401734
solution,total_profit,205440.000000
solution,total_area,121360.189210
solution,avg_cloud_cover,26.286530
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,64
solution,avg_angle,22.631674
solution,angle_good_le10,16
solution,angle_bad_ge30,13
solution,avg_priority,2.539604
solution,priority_1,43
solution,priority_2,51
solution,priority_3,64
solution,priority_4,44
solution,avg_sun_elevation,61.450891
rko,best_mh,BRKGA
rko,time_to_best,280.275
rko,solver_time,303.283
rko,total_time,303.288
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,10
rko,stereo_acq_selected,22
rko,strip_acq_selected,79
