index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real,score_scenario,score_method,score_alpha
0,0193,0,0,"[61.105016994333454, 18.98942170406368]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:30,107.5064732248996,1,5.984129640319876,390.66347192144195,29.37584192097257,42.884589213448585,22.73897424158776,2,2,2,643,2,0.0010416666666666667,22.74730757492109,0.06975763962065332,ELECTRE-III,1
1,0193,0,0,"[60.522852650616585, 18.584400024018386]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:40,107.5064732248996,1,5.984129640319876,383.6302488527172,28.932998556184554,42.88918251566542,16.73897424158776,2,2,2,643,2,0.0011574074074074073,16.727400167513686,0.06975763962065332,ELECTRE-III,1
2,0193,0,0,"[59.93974574079426, 18.192222514707304]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:50,107.5064732248996,1,5.984129640319876,388.7504180893421,29.255765558709513,42.89375532731474,17.73897424158776,2,2,2,643,2,0.0012731481481481483,17.74406683418035,0.06975763962065332,ELECTRE-III,1
3,0193,0,0,"[59.35573724600149, 17.812173713814868]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:42:00,107.5064732248996,1,5.984129640319876,405.5634253137077,30.301388957647106,42.89830764839655,16.73897424158776,2,2,2,643,2,0.001388888888888889,16.72647424158776,0.06975763962065332,ELECTRE-III,1
4,0166,0,0,"[58.18526138831474, 17.085825784266323]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:20,487.8670165077571,1,7.487288474606936,384.40637723269685,28.982054517755405,44.05780739208709,24.3644341227404,3,3,3,749,6,0.0016203703703703703,24.37415634496262,0.3464699683877766,ELECTRE-III,1
5,0065,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:30,159.33083385909632,1,6.0449565331978015,354.29670169842973,27.044946977702295,43.76128838964932,14.491733528503584,2,2,2,1383,8,0.001736111111111111,14.483052972948029,0.5245521601685985,ELECTRE-III,1
6,0166,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:30,487.8670165077571,1,7.487288474606936,323.45050305798617,24.98867334916291,44.06930260046022,21.3644341227404,3,3,3,749,6,0.001736111111111111,21.35228134496262,0.3464699683877766,ELECTRE-III,1
7,0908,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(56.85498003448757), np.float64(10.09099112855863)]",2026-04-23 09:42:30,126.91199263812258,1,7.6219022890157735,408.3948124594113,30.47532806248599,42.129819159216325,25.484375430061384,3,3,3,1319,6,0.001736111111111111,25.47916709672805,0.3464699683877766,ELECTRE-III,1
8,0065,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:40,159.33083385909632,1,6.0449565331978015,302.2343245609621,23.532939695799357,43.77310461691345,19.491733528503584,2,2,2,1383,8,0.001851851851851852,19.484326121096178,0.5245521601685985,ELECTRE-III,1
9,0166,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:40,487.8670165077571,1,7.487288474606936,266.0642617625233,20.975719662308485,44.08078073336043,21.3644341227404,3,3,3,749,6,0.001851851851851852,21.362582270888545,0.3464699683877766,ELECTRE-III,1
