index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real,score_scenario,score_method,score_alpha
0,0193,0,0,"[61.105016994333454, 18.98942170406368]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:30,107.5064732248996,1,5.984129640319876,390.66347192144195,29.37584192097257,42.884589213448585,10.38341256196544,2,2,2,643,2,0.003125,10.35528756196544,0.06744186046511629,ELECTRE-III,1
1,0193,0,0,"[60.522852650616585, 18.584400024018386]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:40,107.5064732248996,1,5.984129640319876,383.6302488527172,28.932998556184554,42.88918251566542,14.38341256196544,2,2,2,643,2,0.003472222222222222,14.362579228632105,0.06744186046511629,ELECTRE-III,1
2,0193,0,0,"[59.93974574079426, 18.192222514707304]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:50,107.5064732248996,1,5.984129640319876,388.7504180893421,29.255765558709513,42.89375532731474,9.38341256196544,2,2,2,643,2,0.0038194444444444443,9.345218117520995,0.06744186046511629,ELECTRE-III,1
3,0193,0,0,"[59.35573724600149, 17.812173713814868]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:42:00,107.5064732248996,1,5.984129640319876,405.5634253137077,30.301388957647106,42.89830764839655,11.38341256196544,2,2,2,643,2,0.004166666666666667,11.34591256196544,0.06744186046511629,ELECTRE-III,1
4,0166,0,0,"[58.18526138831474, 17.085825784266323]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:20,487.8670165077571,1,7.487288474606936,384.40637723269685,28.982054517755405,44.05780739208709,9.765310779255003,3,3,3,749,6,0.004861111111111111,9.770171890366115,0.35232558139534886,ELECTRE-III,1
5,0065,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:30,159.33083385909632,1,6.0449565331978015,354.29670169842973,27.044946977702295,43.76128838964932,22.38341256196544,2,2,2,1383,8,0.005208333333333333,22.35737089529877,0.5209302325581395,ELECTRE-III,1
6,0166,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:30,487.8670165077571,1,7.487288474606936,323.45050305798617,24.98867334916291,44.06930260046022,11.765310779255003,3,3,3,749,6,0.005208333333333333,11.72885244592167,0.35232558139534886,ELECTRE-III,1
7,0908,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(56.85498003448757), np.float64(10.09099112855863)]",2026-04-23 09:42:30,126.91199263812258,1,7.6219022890157735,408.3948124594113,30.47532806248599,42.129819159216325,22.38341256196544,3,3,3,1319,6,0.005208333333333333,22.38341256196544,0.35232558139534886,ELECTRE-III,1
8,0065,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:40,159.33083385909632,1,6.0449565331978015,302.2343245609621,23.532939695799357,43.77310461691345,20.38341256196544,2,2,2,1383,8,0.005555555555555556,20.416745895298774,0.5209302325581395,ELECTRE-III,1
9,0166,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:40,487.8670165077571,1,7.487288474606936,266.0642617625233,20.975719662308485,44.08078073336043,10.765310779255003,3,3,3,749,6,0.005555555555555556,10.73197744592167,0.35232558139534886,ELECTRE-III,1
10,0616,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(53.55485840947912), np.float64(14.41239788047519)]",2026-04-23 09:42:40,458.4438836926597,1,3.621375039245443,404.4418833617371,30.232318612421917,46.22976998211071,12.38341256196544,4,4,3,900,9,0.005555555555555556,12.333412561965439,0.6139534883720931,ELECTRE-III,1
11,0908,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(56.85498003448757), np.float64(10.09099112855863)]",2026-04-23 09:42:40,126.91199263812258,1,7.6219022890157735,383.05807139989076,28.89680375120313,42.14196665065519,21.38341256196544,3,3,3,1319,6,0.005555555555555556,21.38341256196544,0.35232558139534886,ELECTRE-III,1
12,0065,0,0,"[56.42400831836775, 16.071972994437143]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:50,159.33083385909632,1,6.0449565331978015,257.8234937258078,20.380212440113315,43.78490035361006,13.38341256196544,2,2,2,1383,8,0.005902777777777778,13.371607006409883,0.5209302325581395,ELECTRE-III,1
13,0166,0,0,"[56.42400831836775, 16.071972994437143]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:50,487.8670165077571,1,7.487288474606936,215.1239325348895,17.222225974286996,44.09223837569312,10.765310779255003,3,3,3,749,6,0.005902777777777778,10.794824668143892,0.35232558139534886,ELECTRE-III,1
14,0616,0,0,"[56.42400831836775, 16.071972994437143]","[np.float64(53.55485840947912), np.float64(14.41239788047519)]",2026-04-23 09:42:50,458.4438836926597,1,3.621375039245443,336.118454983225,25.84186015458049,46.241446190496845,11.38341256196544,4,4,3,900,9,0.005902777777777778,11.436537561965439,0.6139534883720931,ELECTRE-III,1
15,0908,0,0,"[56.42400831836775, 16.071972994437143]","[np.float64(56.85498003448757), np.float64(10.09099112855863)]",2026-04-23 09:42:50,126.91199263812258,1,7.6219022890157735,368.7223149128052,27.98171597072291,42.154097066621134,19.38341256196544,3,3,3,1319,6,0.005902777777777778,19.43063478418766,0.35232558139534886,ELECTRE-III,1
16,0065,0,0,"[55.83560459684407, 15.752142556362124]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:43:00,159.33083385909632,1,6.0449565331978015,225.62982451738495,18.010122026803177,43.79667901483375,22.38341256196544,2,2,2,1383,8,0.00625,22.33341256196544,0.5209302325581395,ELECTRE-III,1
17,0166,0,0,"[55.83560459684407, 15.752142556362124]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:43:00,487.8670165077571,1,7.487288474606936,176.30953174700582,14.25434191903938,44.10367552745831,7.765310779255003,3,3,3,749,6,0.00625,7.8215607792550035,0.35232558139534886,ELECTRE-III,1
18,0616,0,0,"[55.83560459684407, 15.752142556362124]","[np.float64(53.55485840947912), np.float64(14.41239788047519)]",2026-04-23 09:43:00,458.4438836926597,1,3.621375039245443,267.81008427466054,21.10127703463053,46.25309849322089,15.38341256196544,4,4,3,900,9,0.00625,15.43966256196544,0.6139534883720931,ELECTRE-III,1
19,0695,0,0,"[55.83560459684407, 15.752142556362124]","[np.float64(52.97961726105453), np.float64(13.50692628806709)]",2026-04-23 09:43:00,484.3094398214591,1,3.0629073170361965,349.18954561129135,26.709481538374437,46.49705235980623,21.634332324270716,3,3,3,1465,2,0.00625,21.571832324270716,0.06744186046511629,ELECTRE-III,1
20,0908,0,0,"[55.83560459684407, 15.752142556362124]","[np.float64(56.85498003448757), np.float64(10.09099112855863)]",2026-04-23 09:43:00,126.91199263812258,1,7.6219022890157735,366.68131934127376,27.850147700261402,42.16620699201957,23.38341256196544,3,3,3,1319,6,0.00625,23.35841256196544,0.35232558139534886,ELECTRE-III,1
21,0065,0,0,"[55.24659981867344, 15.440612505675965]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:43:10,159.33083385909632,1,6.0449565331978015,211.31457634005255,16.934856062853992,43.80843377039534,14.38341256196544,2,2,2,1383,8,0.006597222222222222,14.363620895298773,0.5209302325581395,ELECTRE-III,1
22,0166,0,0,"[55.24659981867344, 15.440612505675965]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:43:10,487.8670165077571,1,7.487288474606936,158.77986686954222,12.886871583769265,44.11509560375057,5.765310779255003,3,3,3,749,6,0.006597222222222222,5.765310779255003,0.35232558139534886,ELECTRE-III,1
23,0509,0,0,"[55.24659981867344, 15.440612505675965]","[np.float64(52.2726841411041), np.float64(11.82266424092056)]",2026-04-23 09:43:10,473.10535695264775,1,5.079161328169771,407.2085632622137,30.4025292256557,46.594010310169146,18.38709161118654,2,2,2,1080,13,0.006597222222222222,18.433272166742096,0.9244186046511628,ELECTRE-III,1
24,0616,0,0,"[55.24659981867344, 15.440612505675965]","[np.float64(53.55485840947912), np.float64(14.41239788047519)]",2026-04-23 09:43:10,458.4438836926597,1,3.621375039245443,199.53400719408603,16.040630153987646,46.264733720472,15.38341256196544,4,4,3,900,9,0.006597222222222222,15.376815339743217,0.6139534883720931,ELECTRE-III,1
25,0695,0,0,"[55.24659981867344, 15.440612505675965]","[np.float64(52.97961726105453), np.float64(13.50692628806709)]",2026-04-23 09:43:10,484.3094398214591,1,3.0629073170361965,281.8050206539182,22.100059767101463,46.50942524748771,15.634332324270716,3,3,3,1465,2,0.006597222222222222,15.607943435381827,0.06744186046511629,ELECTRE-III,1
