ID,acquired,reachable,request location,day,area,stereo,strips,duration,priority,priority mod,customer type mod,price,waiting time
001,0,0,"[np.float64(15.39831968764732), np.float64(45.40678327546777)]",0,762.273113761114,0,2,6.977329744973205,4,4,3,860,10
002,0,0,"[np.float64(15.39933520632134), np.float64(44.14980389326286)]",0,302.3402046035871,0,1,6.207171892345778,2,2,2,848,4
003,0,0,"[np.float64(37.9944519060266), np.float64(-121.9147938624178)]",0,68.63622624794691,0,1,7.938970942466097,3,3,3,1365,8
004,0,0,"[np.float64(27.92146177036109), np.float64(113.4330506197421)]",0,38.5818580740027,0,1,7.6126860079175085,1,1,1,934,10
005,0,0,"[np.float64(13.21915457271215), np.float64(1.662502816400866)]",0,768.2922244078911,0,2,5.198820332272264,4,4,3,905,3
006,0,0,"[np.float64(-6.236855974632872), np.float64(20.52624852280738)]",0,386.05347826406455,0,1,6.4995717151552475,2,2,2,1100,13
007,0,0,"[np.float64(33.37960566356249), np.float64(131.6024973648121)]",0,134.8087201405482,0,1,5.42107821192337,3,3,3,577,8
008,0,0,"[np.float64(0.9817362435928193), np.float64(-77.43743689759033)]",0,185.30444658575095,0,1,5.5699726526898345,4,4,3,957,6
009,0,0,"[np.float64(27.35734379800816), np.float64(85.29206795841348)]",0,766.3843243283203,0,2,2.609004979866673,4,4,3,1085,9
0010,0,0,"[np.float64(9.278166332601291), np.float64(-84.83392999348334)]",0,599.3030986900742,0,1,2.0134742508659316,4,4,3,891,5
0011,0,0,"[np.float64(15.51337284639263), np.float64(45.30124076505505)]",0,501.9017629974073,1,1,2.2891182468493234,3,3,3,513,2
0012,0,0,"[np.float64(23.90026569267277), np.float64(113.3390769456514)]",0,623.3845780389081,0,1,7.799784007366545,1,1,1,544,12
0013,0,0,"[np.float64(15.44551533720978), np.float64(45.29543178188873)]",0,138.36205460326667,0,1,2.757609367537935,3,3,3,537,14
0014,0,0,"[np.float64(15.42495416396144), np.float64(44.11304862046906)]",0,319.7232006672469,0,1,2.2663382250511166,3,3,3,915,11
0015,0,0,"[np.float64(15.334515231857), np.float64(44.11218754360325)]",0,374.68945386768706,0,1,3.85786525824299,1,1,1,744,9
0016,0,0,"[np.float64(55.55205209359613), np.float64(12.98404244187165)]",0,315.183271610409,1,1,5.529079639727169,4,4,3,561,7
0017,0,0,"[np.float64(6.296566495982711), np.float64(6.856630045874748)]",0,864.5518958228013,0,2,7.690763865817597,2,2,2,992,14
