index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real,score_scenario,score_method,score_alpha
0,0167,0,0,"[57.46718311030379, 3.6317802019909142]","[np.float64(55.14931047733401), np.float64(-1.225701160577773)]",2026-06-13 10:33:50,465.83258539996734,1,4.254321407838318,395.0561138900931,29.650484556748697,53.88696528701777,21.249437967082546,1,1,1,1260,7,0.037384259259259256,21.324206485601064,0.45926459985580387,ELECTRE-III,1
1,0167,0,0,"[56.88007712472242, 3.296180351226219]","[np.float64(55.14931047733401), np.float64(-1.225701160577773)]",2026-06-13 10:34:00,465.83258539996734,1,4.254321407838318,340.5286145390034,26.136043358333545,53.90132575974773,18.249437967082546,1,1,1,1260,7,0.0375,18.136937967082545,0.45926459985580387,ELECTRE-III,1
2,0167,0,0,"[56.29230861079156, 2.969677885549157]","[np.float64(55.14931047733401), np.float64(-1.225701160577773)]",2026-06-13 10:34:10,465.83258539996734,1,4.254321407838318,291.8076942361302,22.805399158229456,53.91566574191017,17.249437967082546,1,1,1,1260,7,0.03761574074074074,16.873280559675138,0.45926459985580387,ELECTRE-III,1
3,0391,0,0,"[56.29230861079156, 2.969677885549157]","[np.float64(53.74478430611913), np.float64(-0.9365127738544263)]",2026-06-13 10:34:10,958.6987571018185,2,5.521670865885921,377.0461493753172,28.514975113736657,55.13318111241079,8.253117016303648,2,2,2,1033,4,0.03761574074074074,8.027422571859203,0.20908435472242248,ELECTRE-III,1
4,0167,0,0,"[55.703911719457054, 2.6518092058698146]","[np.float64(55.14931047733401), np.float64(-1.225701160577773)]",2026-06-13 10:34:20,465.83258539996734,1,4.254321407838318,252.28147088178514,19.977115045071088,53.92998864859968,18.249437967082546,1,1,1,1260,7,0.037731481481481484,17.985317596712175,0.45926459985580387,ELECTRE-III,1
5,0194,0,0,"[55.703911719457054, 2.6518092058698146]","[np.float64(53.82691247916946), np.float64(-2.496038888896625)]",2026-06-13 10:34:20,431.93693110526704,1,6.879279714096848,390.5162672422625,29.36661238400133,54.50684935042604,13.50403677860892,1,1,1,504,8,0.037731481481481484,13.73042566749781,0.5508291276135544,ELECTRE-III,1
6,0391,0,0,"[55.703911719457054, 2.6518092058698146]","[np.float64(53.74478430611913), np.float64(-0.9365127738544263)]",2026-06-13 10:34:20,958.6987571018185,2,5.521670865885921,317.02735529201,24.551477630187758,55.14826558519276,8.253117016303648,2,2,2,1033,4,0.037731481481481484,8.29084849778513,0.20908435472242248,ELECTRE-III,1
7,0167,0,0,"[55.11491377147559, 2.3421405951758953]","[np.float64(55.14931047733401), np.float64(-1.225701160577773)]",2026-06-13 10:34:30,465.83258539996734,1,4.254321407838318,226.81056826763478,18.098239908248352,53.94429106472169,20.249437967082546,1,1,1,1260,7,0.03784722222222222,20.060201855971435,0.45926459985580387,ELECTRE-III,1
8,0194,0,0,"[55.11491377147559, 2.3421405951758953]","[np.float64(53.82691247916946), np.float64(-2.496038888896625)]",2026-06-13 10:34:30,431.93693110526704,1,6.879279714096848,343.77676728967486,26.351771057863342,54.52262025721959,13.50403677860892,1,1,1,504,8,0.03784722222222222,13.428342334164476,0.5508291276135544,ELECTRE-III,1
9,0391,0,0,"[55.11491377147559, 2.3421405951758953]","[np.float64(53.74478430611913), np.float64(-0.9365127738544263)]",2026-06-13 10:34:30,958.6987571018185,2,5.521670865885921,261.07845653652805,20.615985591761714,55.163329567407224,12.253117016303648,2,2,2,1033,4,0.03784722222222222,12.48020034963698,0.20908435472242248,ELECTRE-III,1
