index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real,score_scenario,score_method,score_alpha
0,0330,0,0,"[61.105016994333454, 18.98942170406368]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:30,298.90827485616944,1,4.070197798790376,390.66347192144195,29.37584192097257,42.884589213448585,23.883197852526155,1,1,1,1430,2,0.0020833333333333333,23.87903118585949,0.14132762312633834,ELECTRE-III,1
1,0330,0,0,"[60.522852650616585, 18.584400024018386]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:40,298.90827485616944,1,4.070197798790376,383.6302488527172,28.932998556184554,42.88918251566542,20.883197852526155,1,1,1,1430,2,0.0023148148148148147,20.878568222896526,0.14132762312633834,ELECTRE-III,1
2,0330,0,0,"[59.93974574079426, 18.192222514707304]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:41:50,298.90827485616944,1,4.070197798790376,388.7504180893421,29.255765558709513,42.89375532731474,21.883197852526155,1,1,1,1430,2,0.0025462962962962965,21.88574414882245,0.14132762312633834,ELECTRE-III,1
3,0330,0,0,"[59.35573724600149, 17.812173713814868]","[np.float64(59.21917227616074), np.float64(24.95195592026564)]",2026-04-23 09:42:00,298.90827485616944,1,4.070197798790376,405.5634253137077,30.301388957647106,42.89830764839655,15.883197852526155,1,1,1,1430,2,0.002777777777777778,15.855420074748377,0.14132762312633834,ELECTRE-III,1
4,0016,1,0,"[58.18526138831474, 17.085825784266323]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:20,315.183271610409,1,5.529079639727169,384.40637723269685,28.982054517755405,44.05780739208709,14.261417020594621,4,4,3,561,7,0.0032407407407407406,14.241972576150177,0.4689507494646681,ELECTRE-III,1
5,0016,1,0,"[57.59886915750164, 16.738326249863587]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:30,315.183271610409,1,5.529079639727169,323.45050305798617,24.98867334916291,44.06930260046022,10.261417020594621,4,4,3,561,7,0.003472222222222222,10.264889242816842,0.4689507494646681,ELECTRE-III,1
6,0178,0,0,"[57.59886915750164, 16.738326249863587]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:30,474.8222059876249,1,3.0877486831315393,354.29670169842973,27.044946977702295,43.76128838964932,16.512336782899894,2,2,2,748,4,0.003472222222222222,16.484559005122115,0.25910064239828695,ELECTRE-III,1
7,0016,1,0,"[57.011773417204026, 16.400544367102484]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:40,315.183271610409,1,5.529079639727169,266.0642617625233,20.975719662308485,44.08078073336043,8.261417020594621,4,4,3,561,7,0.003703703703703704,8.23178739096499,0.4689507494646681,ELECTRE-III,1
8,0178,0,0,"[57.011773417204026, 16.400544367102484]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:40,474.8222059876249,1,3.0877486831315393,302.2343245609621,23.532939695799357,43.77310461691345,13.512336782899894,2,2,2,748,4,0.003703703703703704,13.527151597714708,0.25910064239828695,ELECTRE-III,1
9,0016,1,0,"[56.42400831836775, 16.071972994437143]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:50,315.183271610409,1,5.529079639727169,215.1239325348895,17.222225974286996,44.09223837569312,10.261417020594621,4,4,3,561,7,0.003935185185185185,10.22206516874277,0.4689507494646681,ELECTRE-III,1
9,0016,1,0,"[56.42400831836775, 16.071972994437143]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:42:50,315.183271610409,1,5.529079639727169,215.1239325348895,17.222225974286996,44.09223837569312,10.261417020594621,4,4,3,561,7,0.003935185185185185,10.22206516874277,0.4689507494646681,ELECTRE-III,1
10,0178,0,0,"[56.42400831836775, 16.071972994437143]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:42:50,474.8222059876249,1,3.0877486831315393,257.8234937258078,20.380212440113315,43.78490035361006,13.512336782899894,2,2,2,748,4,0.003935185185185185,13.52414233845545,0.25910064239828695,ELECTRE-III,1
11,0016,1,0,"[55.83560459684407, 15.752142556362124]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:43:00,315.183271610409,1,5.529079639727169,176.30953174700582,14.25434191903938,44.10367552745831,14.261417020594621,4,4,3,561,7,0.004166666666666667,14.253083687261288,0.4689507494646681,ELECTRE-III,1
11,0016,1,0,"[55.83560459684407, 15.752142556362124]","[np.float64(55.55205209359613), np.float64(12.98404244187165)]",2026-04-23 09:43:00,315.183271610409,1,5.529079639727169,176.30953174700582,14.25434191903938,44.10367552745831,14.261417020594621,4,4,3,561,7,0.004166666666666667,14.253083687261288,0.4689507494646681,ELECTRE-III,1
12,0178,0,0,"[55.83560459684407, 15.752142556362124]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2026-04-23 09:43:00,474.8222059876249,1,3.0877486831315393,225.62982451738495,18.010122026803177,43.79667901483375,18.512336782899894,2,2,2,748,4,0.004166666666666667,18.508170116233227,0.25910064239828695,ELECTRE-III,1
